loan_amount,interest_rate,term_months,start_date,end_date,borrower_age,borrower_income,credit_score,defaulted,is_simulated_anomaly
5648,0.1282,60,2025-07-28,2030-07-02,68,64602,482,0,0
71028,0.1111,36,2020-11-06,2023-10-22,28,103276,426,1,0
62440,0.6486,36,2023-09-19,2026-09-03,29,131175,755,0,1
73124,0.0671,60,2022-01-12,2026-12-17,43,75398,549,0,0
53893,0.0609,12,2023-10-13,2024-10-07,64,87411,623,0,0
25995,0.0743,36,2022-07-28,2025-07-12,64,30651,383,0,0
17715,0.0396,12,2025-07-24,2026-07-19,56,91425,404,0,0
35610,0.1012,24,2022-09-26,2024-09-15,31,98033,417,1,0
47619,0.0506,36,2020-12-03,2023-11-18,19,119932,686,0,0
72975,0.1284,12,2022-11-17,2023-11-12,29,137154,534,0,0
68534,0.0352,60,2022-10-05,2027-09-09,66,94878,522,0,0
51583,0.1083,48,2024-12-08,2028-11-17,38,99285,406,1,0
37268,0.063,60,2022-06-14,2027-05-19,55,81049,329,1,0
43849,0.0761,36,2021-09-16,2024-08-31,45,72395,340,1,0
16434,0.0999,24,2023-02-12,2025-02-01,53,148379,589,1,0
69803,0.0354,12,2020-12-24,2021-12-19,18,104526,447,1,0
41379,0.0755,36,2022-04-27,2025-04-11,60,64014,778,0,0
48498,0.0673,60,2024-09-10,2029-08-15,25,20929,739,0,0
18438,0.1126,60,2024-03-27,2029-03-01,67,125284,675,0,0
71188,0.0761,36,2022-07-28,2025-07-12,63,67093,662,0,0
27417,0.0676,60,2021-07-17,2026-06-21,32,139028,841,0,0
3169,0.0439,24,2021-09-04,2023-08-25,54,51778,386,1,0
67321,0.1292,12,2024-01-12,2025-01-06,46,81516,358,0,0
72155,0.0337,48,2025-10-09,2029-09-18,22,23236,788,0,0
9556,0.1214,36,2021-01-30,2024-01-15,40,70098,653,0,0
57882,0.0513,60,2023-02-16,2028-01-21,63,2508946,832,0,1
1358,0.0954,12,2024-06-03,2025-05-29,45,50654,579,0,0
38772,0.1051,36,2022-08-18,2025-08-02,53,83922,808,0,0
21219,0.0661,12,2024-05-23,2025-05-18,41,125209,464,0,0
19951,0.0347,12,2022-10-31,2023-10-26,54,128707,363,1,0
25842,0.0724,48,2021-07-08,2025-06-17,38,64789,694,0,0
8684,0.1253,48,2022-02-10,2026-01-20,58,86093,823,0,0
67418,0.0855,48,2024-11-01,2028-10-11,61,76115,527,1,0
29064,0.0975,36,2022-02-24,2025-02-08,28,32991,798,0,0
31386,0.1373,36,2025-07-26,2028-07-10,35,41083,664,0,0
49456,0.0371,60,2023-06-16,2028-05-20,34,22384,446,1,0
22826,0.0838,60,2025-06-24,2030-05-29,64,44045,586,0,0
28103,0.1415,36,2021-10-14,2024-09-28,20,138325,619,1,0
52151,0.1284,12,2024-01-20,2025-01-14,41,101442,585,0,0
57622,0.1489,24,2021-02-01,2023-01-22,25,104761,412,1,0
11886,0.0353,48,2021-01-09,2024-12-19,42,29764,300,1,0
43727,0.1425,48,2022-04-28,2026-04-07,26,31390,556,0,0
16038,0.0406,12,2021-12-28,2022-12-23,51,74189,683,0,0
2381,0.0667,36,2022-01-10,2024-12-25,31,52955,589,1,0
23031,0.1118,12,2025-07-04,2026-06-29,51,109833,679,0,0
47092,0.11,48,2024-08-04,2028-07-14,51,145222,750,0,0
71263,0.0786,36,2025-02-22,2028-02-07,46,43782,620,0,0
23173,0.1475,60,2023-12-30,2028-12-03,36,131668,612,0,0
31750,0.1366,24,2025-06-24,2027-06-14,27,109571,755,0,0
26235,0.1119,24,2023-03-02,2025-02-19,45,36237,352,0,0
47101,0.0976,48,2023-10-06,2027-09-15,30,76378,770,0,0
13237,0.1358,24,2022-10-10,2024-09-29,28,27016,740,1,0
32897,0.1158,12,2025-04-03,2026-03-29,40,82551,689,0,0
56103,0.068,36,2024-12-09,2027-11-24,18,91274,436,0,0
6571,0.1247,36,2022-08-08,2025-07-23,30,111218,476,1,0
49695,0.1457,60,2023-06-18,2028-05-22,34,52441,770,0,0
63368,0.1416,12,2021-10-15,2022-10-10,27,91854,322,1,0
16372,0.0519,48,2022-05-17,2026-04-26,28,140592,751,0,0
72368,0.0426,36,2021-11-18,2024-11-02,36,83115,592,1,0
18508,0.0898,48,2023-08-22,2027-08-01,58,86914,602,1,0
6355,0.0303,12,2023-05-19,2024-05-13,30,22257,696,0,0
30320,0.1089,36,2023-05-07,2026-04-21,39,71168,399,0,0
58505,0.0774,48,2021-10-26,2025-10-05,35,43554,327,0,0
59283,0.0774,12,2025-02-09,2026-02-04,53,80948,551,1,0
74016,0.1288,24,2025-06-23,2027-06-13,61,77134,352,1,0
29172,0.0755,24,2021-04-19,2023-04-09,39,28016,697,0,0
25472,0.1183,12,2023-06-06,2024-05-31,29,56021,835,0,0
2401,0.0923,12,2021-11-26,2022-11-21,37,122518,455,1,0
3745,0.1329,60,2022-05-15,2027-04-19,59,91354,474,0,0
31116,0.0619,60,2025-01-08,2029-12-13,42,60992,354,1,0
52955,0.107,48,2023-10-13,2027-09-22,33,53487,672,0,0
53870,0.1355,36,2025-09-21,2028-09-05,26,136895,630,0,0
28606,0.1236,60,2024-04-13,2029-03-18,39,82522,494,0,0
3204,0.0596,48,2023-03-05,2027-02-12,30,53870,423,1,0
59585,0.0999,12,2020-12-26,2021-12-21,22,46423,733,0,0
62215,0.0391,12,2021-09-10,2022-09-05,34,58458,389,1,0
33793,0.1317,36,2025-09-09,2028-08-24,62,117618,566,0,0
56751,0.1063,48,2025-04-10,2029-03-20,28,94218,348,0,0
33983,0.117,12,2021-04-20,2022-04-15,64,110270,788,0,0
12033,0.0477,60,2021-06-02,2026-05-07,37,25939,660,0,0
28045,0.0936,60,2020-11-23,2025-10-28,38,148557,752,0,0
45605,0.1268,24,2025-08-03,2027-07-24,31,51433,601,0,0
68293,0.0973,60,2023-09-10,2023-08-11,25,97227,792,1,1
25272,0.1477,60,2022-01-17,2026-12-22,67,128042,791,0,0
13867,0.1442,36,2025-02-02,2028-01-18,43,96221,631,0,0
64064,0.1403,24,2023-12-09,2025-11-28,43,148389,559,0,0
26372,0.1389,24,2022-08-21,2024-08-10,34,114826,544,0,0
51081,0.1209,60,2023-08-10,2028-07-14,59,28199,777,0,0
64069,0.1069,12,2023-11-05,2024-10-30,37,113783,392,1,0
23601,0.1241,48,2022-04-21,2026-03-31,45,56777,554,0,0
19601,0.0686,24,2025-09-16,2027-09-06,25,94671,454,1,0
67732,0.0442,12,2023-09-09,2024-09-03,44,75841,798,0,0
54574,0.0746,48,2023-12-24,2027-12-03,37,118932,658,0,0
20149,0.1046,60,2022-01-13,2026-12-18,69,24956,390,1,0
53160,0.0588,24,2024-07-08,2026-06-28,43,132492,703,0,0
30961,0.1308,12,2023-12-02,2024-11-26,58,132516,492,1,0
44361,0.9277,12,2024-03-17,2025-03-12,46,83043,555,0,1
47002,0.0813,48,2022-05-26,2026-05-05,43,146834,702,0,0
43998,0.1436,60,2022-08-04,2027-07-09,38,90093,431,0,0
9275,0.0897,48,2022-09-24,2026-09-03,62,40700,667,0,0
14869,0.0548,12,2025-07-26,2026-07-21,44,51555,570,0,0
47976,0.0791,36,2024-02-03,2027-01-18,57,34270,488,1,0
48068,0.1225,24,2025-10-20,2027-10-10,21,81250,589,0,0
7614,0.0354,48,2020-11-07,2024-10-17,40,63884,553,0,0
38544,0.03,12,2021-12-10,2022-12-05,23,54148,690,0,0
54459,0.0576,36,2021-10-22,2024-10-06,39,42318,337,0,0
46475,0.119,60,2020-11-18,2025-10-23,30,113526,605,0,0
14156,0.1155,36,2022-03-15,2025-02-27,68,36589,484,1,0
8214,0.1268,60,2022-07-29,2027-07-03,38,38375,571,1,0
11014,0.1205,36,2021-01-03,2023-12-19,51,117022,553,0,0
53874,0.1054,12,2022-03-10,2023-03-05,34,114019,735,0,0
12156,0.0972,12,2021-06-06,2022-06-01,18,123614,380,0,0
21583,0.0516,36,2024-06-06,2027-05-22,23,39456,706,0,0
34276,0.1334,12,2025-04-18,2026-04-13,51,33050,776,1,0
63021,0.0703,48,2021-08-31,2025-08-10,20,56176,375,1,0
35998,0.0959,12,2022-04-09,2023-04-04,20,95225,399,0,0
34919,0.1388,12,2023-01-05,2023-12-31,36,44618,718,1,0
27400,0.1464,60,2024-12-15,2029-11-19,21,108791,614,0,0
71533,0.0956,12,2021-02-07,2022-02-02,57,30578,492,1,0
1389,0.0442,36,2024-03-16,2027-03-01,36,55531,757,0,0
17835,0.105,24,2022-04-30,2024-04-19,39,37266,612,0,0
44526,0.746,36,2024-12-31,2027-12-16,67,44335,478,1,1
38327,0.0495,12,2023-09-05,2024-08-30,66,107051,425,1,0
17523,0.1046,12,2022-09-03,2023-08-29,22,30808,368,1,0
32802,0.0727,24,2024-11-20,2026-11-10,65,138248,318,0,0
27049,0.0546,48,2023-02-20,2027-01-30,50,66220,383,0,0
46270,0.0539,36,2025-05-16,2028-04-30,46,123159,703,0,0
56633,0.143,12,2023-10-05,2024-09-29,25,141049,501,1,0
17901,0.0957,48,2021-07-07,2025-06-16,58,21988,381,1,0
15256,0.0716,48,2023-03-27,2027-03-06,24,125466,686,0,0
33088,0.1188,24,2022-08-07,2024-07-27,41,96361,465,0,0
61710,0.0507,48,2022-08-09,2026-07-19,44,88136,447,1,0
27990,0.0964,60,2021-05-18,2026-04-22,51,133557,433,1,0
4849,0.0841,12,2022-09-27,2023-09-22,53,74330,807,1,0
41387,0.964,24,2021-05-04,2023-04-24,42,75561,378,1,1
3994,0.136,36,2023-01-23,2026-01-07,39,113027,713,0,0
42243,0.1053,60,2023-04-28,2028-04-01,21,98854,436,1,0
2920,0.0565,12,2025-03-02,2026-02-25,62,22093,561,0,0
20874,0.1368,60,2021-11-21,2026-10-26,42,114574,570,0,0
3426,0.1168,24,2024-05-02,2026-04-22,36,49943,342,0,0
5017,0.1157,12,2024-07-10,2025-07-05,40,21134,779,0,0
61128,0.0557,60,2021-12-03,2026-11-07,60,25039,595,1,0
28586,0.0558,12,2021-05-08,2022-05-03,28,87087,637,0,0
67897,0.1266,36,2023-09-05,2026-08-20,53,27610,618,1,0
1869,0.1191,36,2020-11-02,2023-10-18,63,116007,793,0,0
44516,0.1001,12,2024-08-01,2025-07-27,56,123792,848,0,0
13855,0.1245,24,2023-05-20,2025-05-09,60,83610,487,0,0
50831,0.0831,48,2020-11-09,2024-10-19,60,25668,634,1,0
25417,0.09,36,2021-10-06,2024-09-20,30,108835,513,0,0
55122,0.0889,48,2021-03-24,2025-03-03,45,88814,428,0,0
14261,0.0314,12,2024-10-17,2025-10-12,18,87173,337,1,0
26500,0.0385,24,2021-03-11,2023-03-01,45,38452,541,0,0
36436,0.1292,36,2025-03-15,2028-02-28,52,139747,368,1,0
3187,0.06,24,2021-03-02,2023-02-20,40,148664,576,0,0
27489,0.1294,12,2024-09-16,2025-09-11,62,131926,843,0,0
49516,0.0692,24,2021-05-24,2023-05-14,66,101257,613,0,0
31816,0.0682,60,2023-07-02,2028-06-05,26,37413,408,1,0
67197,0.0926,60,2025-05-29,2030-05-03,59,52854,764,0,0
17322,0.0797,12,2022-02-20,2023-02-15,46,113422,671,0,0
55316,0.0498,60,2024-09-27,2029-09-01,19,143364,317,1,0
65925,0.0323,36,2021-05-08,2024-04-22,49,92617,798,0,0
44939,0.0442,24,2023-06-05,2025-05-25,45,141866,505,1,0
70166,0.0769,36,2025-05-08,2028-04-22,32,23453,711,0,0
44370,0.0968,12,2022-10-23,2023-10-18,50,69170,494,1,0
9640,0.0544,24,2025-06-22,2027-06-12,68,122540,392,1,0
33972,0.1136,60,2023-04-01,2028-03-05,46,57158,581,0,0
59692,0.1218,36,2022-01-14,2024-12-29,24,50009,402,1,0
37413,0.1251,12,2024-03-19,2025-03-14,20,60142,840,0,0
11655,0.1158,12,2022-10-11,2023-10-06,45,62056,392,0,0
15671,0.0544,48,2022-01-24,2026-01-03,68,92309,498,1,0
5434,0.1285,12,2022-06-27,2023-06-22,62,24994,438,1,0
38405,0.1077,24,2021-11-26,2023-11-16,68,143263,493,1,0
3581,0.0875,12,2024-02-20,2025-02-14,57,96067,634,1,0
12064,0.1478,24,2024-01-05,2025-12-25,19,26476,634,1,0
46276,0.0971,60,2023-04-07,2028-03-11,20,99698,302,1,0
23335,0.103,48,2023-10-21,2027-09-30,69,22890,421,1,0
9026,0.0755,24,2025-07-24,2027-07-14,66,68008,647,0,0
18889,0.1227,12,2023-03-06,2024-02-29,53,41639,500,0,0
35660,0.0925,24,2024-07-15,2026-07-05,69,40176,654,0,0
42003,0.1191,48,2022-11-20,2026-10-30,26,55710,519,1,0
18374,0.1017,24,2022-11-14,2024-11-03,53,86025,784,0,0
57233,0.0668,60,2021-09-28,2026-09-02,30,59178,353,1,0
17999,0.0677,60,2025-08-29,2030-08-03,19,87165,599,0,0
22839,0.0392,24,2021-08-20,2023-08-10,67,92075,670,0,0
8485,0.1255,12,2023-01-08,2024-01-03,64,73442,521,1,0
32709,0.0623,48,2025-03-11,2029-02-18,38,85133,736,0,0
44395,0.0854,48,2025-03-12,2029-02-19,54,42867,503,1,0
30063,0.0337,60,2024-01-25,2028-12-29,38,45183,816,0,0
34457,0.1241,12,2021-11-12,2022-11-07,63,132314,803,0,0
13391,0.11,24,2023-10-22,2025-10-11,19,101159,630,0,0
39437,0.0414,48,2022-09-16,2026-08-26,29,61258,390,0,0
51626,0.1497,36,2022-07-29,2025-07-13,48,48302,699,0,0
64344,0.1453,36,2025-06-11,2028-05-26,38,90130,807,0,0
33933,0.0321,24,2025-08-12,2027-08-02,66,37375,655,1,0
37607,0.1043,36,2024-12-26,2027-12-11,20,66287,424,1,0
72196,0.1208,36,2023-09-16,2026-08-31,19,149097,575,0,0
12094,0.1414,24,2025-08-31,2027-08-21,45,142564,490,1,0
23164,0.8379,48,2021-06-08,2025-05-18,66,87753,767,0,1
26613,0.0364,36,2023-08-02,2026-07-17,35,39610,770,0,0
37182,0.8857,12,2024-07-21,2025-07-16,58,49877,757,0,1
65575,0.1272,12,2021-09-21,2022-09-16,32,36999,705,0,0
24470,0.0843,24,2024-05-24,2026-05-14,37,24529,411,1,0
73762,0.114,48,2023-06-09,2027-05-19,57,86677,831,0,0
69226,0.9563,24,2024-05-09,2026-04-29,47,122412,737,0,1
25519,0.0414,36,2022-04-10,2025-03-25,39,34995,307,1,0
6021,0.1399,48,2025-08-28,2029-08-07,69,59350,443,0,0
23250,0.0553,60,2021-06-26,2026-05-31,64,74199,454,0,0
4327,0.1263,36,2025-06-03,2028-05-18,68,136947,533,0,0
53446,0.1468,60,2020-11-19,2025-10-24,47,51085,575,1,0
6750,0.0775,12,2021-09-09,2022-09-04,59,52093,793,0,0
36179,0.0502,36,2021-07-06,2024-06-20,37,89681,657,0,0
46619,0.0826,48,2025-06-11,2029-05-21,20,77124,595,1,0
62799,0.0549,60,2024-08-12,2029-07-17,47,75863,359,0,0
16408,0.0724,60,2021-04-08,2026-03-13,49,24131,400,1,0
61931,0.0476,24,2022-02-10,2024-01-31,48,109462,310,1,0
11335,0.0487,24,2025-03-03,2027-02-21,57,39583,537,0,0
47525,0.135,12,2024-03-23,2025-03-18,48,45566,789,0,0
11345,0.0638,24,2025-02-01,2027-01-22,26,112949,388,1,0
29018,0.149,12,2021-01-25,2022-01-20,32,136841,570,1,0
59870,0.1308,12,2025-05-25,2026-05-20,49,120744,339,1,0
29378,0.0927,60,2021-02-06,2026-01-11,33,100072,746,0,0
18618,0.109,12,2025-01-12,2026-01-07,52,40527,317,1,0
60174,0.0845,12,2024-11-01,2025-10-27,49,129373,787,0,0
68568,0.0511,36,2024-03-20,2027-03-05,30,147992,487,1,0
2630,0.0783,48,2025-10-12,2029-09-21,56,66151,486,1,0
67981,0.1326,60,2025-05-31,2030-05-05,47,74722,711,0,0
7901,0.1291,60,2022-05-17,2027-04-21,55,92391,546,0,0
26805,0.0603,24,2021-07-11,2023-07-01,20,34079,375,1,0
50500,0.1255,48,2022-02-15,2026-01-25,42,148126,586,1,0
47675,0.06,48,2024-12-25,2028-12-04,30,4002804,575,1,1
1336,0.0482,12,2021-03-22,2022-03-17,18,119214,572,1,0
72386,0.0348,36,2024-12-08,2027-11-23,43,86670,528,0,0
72128,0.1143,24,2024-06-23,2026-06-13,35,76830,585,0,0
40519,0.0751,24,2024-12-27,2026-12-17,30,115402,766,0,0
32923,0.0912,60,2022-12-01,2027-11-05,40,63391,716,0,0
36464,0.1307,12,2022-12-04,2023-11-29,61,55554,397,1,0
37639,0.036,12,2025-05-10,2026-05-05,62,109037,371,0,0
30963,0.0756,24,2025-09-17,2027-09-07,68,48810,572,1,0
70460,0.1302,24,2022-02-13,2024-02-03,55,110020,792,0,0
71453,0.0405,12,2024-07-23,2025-07-18,52,33682,438,1,0
24666,0.0653,36,2022-09-30,2025-09-14,56,123067,572,0,0
62413,0.0655,60,2024-09-26,2029-08-31,68,76563,517,0,0
52257,0.0847,24,2024-06-20,2026-06-10,49,115184,404,1,0
28323,0.1488,24,2023-08-13,2025-08-02,52,75021,509,0,0
56755,0.0523,24,2021-05-01,2023-04-21,21,40389,791,0,0
44919,0.1152,60,2023-11-19,2028-10-23,42,125982,549,1,0
32349,0.1094,24,2022-11-30,2024-11-19,37,118239,659,0,0
9002,0.0653,36,2023-05-30,2026-05-14,44,30703,412,1,0
62899,0.1338,48,2023-01-30,2027-01-09,43,99534,461,0,0
21566,0.0659,12,2024-06-01,2025-05-27,42,46177,677,0,0
30523,0.1297,60,2025-04-02,2030-03-07,50,65939,593,0,0
41953,0.066,48,2022-11-26,2026-11-05,32,45901,324,1,0
26464,0.0768,12,2023-10-20,2024-10-14,60,125583,663,0,0
2987,0.0998,60,2022-02-13,2027-01-18,45,33026,491,0,0
57561,0.0973,48,2021-01-06,2024-12-16,66,23783,802,1,0
-56161,0.0992,60,2021-12-19,2026-11-23,62,131461,496,1,1
25000,0.114,36,2021-06-12,2024-05-27,47,25898,407,1,0
35393,0.1247,60,2023-11-26,2028-10-30,45,89497,756,1,0
32417,0.0817,24,2021-02-21,2023-02-11,48,21587,738,1,0
19816,0.0603,24,2025-05-26,2027-05-16,59,40884,634,0,0
44618,0.0721,12,2024-11-08,2025-11-03,34,144917,465,1,0
67125,0.1395,36,2020-11-03,2023-10-19,63,125997,538,1,0
66333,0.1214,60,2024-07-18,2029-06-22,66,22462,544,1,0
10275,0.0442,24,2021-10-25,2023-10-15,66,85942,516,0,0
25366,0.0871,48,2024-07-13,2028-06-22,23,127205,747,0,0
6368,0.1158,60,2023-12-30,2028-12-03,24,34719,698,0,0
25042,0.0353,36,2025-02-14,2028-01-30,34,71618,421,0,0
19279,0.0684,60,2023-12-24,2028-11-27,34,146278,662,0,0
38663,0.12,24,2021-09-21,2023-09-11,31,120260,762,0,0
70443,0.0968,48,2021-07-23,2025-07-02,33,82653,687,0,0
6313,0.0968,36,2021-07-12,2024-06-26,48,100072,786,0,0
53999,0.036,48,2021-07-29,2025-07-08,68,56966,424,1,0
54218,0.041,24,2023-11-14,2025-11-03,67,58084,722,0,0
38034,0.1372,60,2022-01-18,2026-12-23,47,77221,793,0,0
4164,0.1398,24,2022-09-14,2024-09-03,35,113966,723,0,0
5552,0.067,48,2025-03-19,2029-02-26,23,88207,675,1,0
4722,0.1155,48,2025-03-20,2029-02-27,21,63856,715,0,0
44461,0.0829,12,2024-07-25,2025-07-20,37,104117,814,0,0
3123,0.1091,12,2023-08-12,2024-08-06,35,132752,550,0,0
2814,0.0379,60,2023-08-19,2028-07-23,64,98916,346,1,0
47806,0.0801,48,2020-11-08,2024-10-18,51,51980,547,0,0
2609,0.1378,12,2021-03-09,2022-03-04,63,50009,674,0,0
26933,0.0492,24,2023-11-08,2025-10-28,27,95874,758,1,0
73084,0.1438,12,2025-01-10,2026-01-05,19,67947,420,1,0
61410,0.0347,12,2022-10-15,2023-10-10,68,70705,782,1,0
2881,0.1436,12,2023-08-06,2024-07-31,61,90122,730,0,0
17459,0.0737,48,2021-09-24,2025-09-03,56,25877,773,1,0
5686,0.0626,48,2021-07-18,2025-06-27,29,36524,316,1,0
21855,0.0611,60,2024-07-01,2029-06-05,43,123119,474,0,0
23927,0.0698,60,2021-03-24,2026-02-26,69,72347,680,0,0
70518,0.0773,48,2025-09-11,2029-08-21,36,32748,320,1,0
24862,0.0485,48,2023-03-15,2027-02-22,42,90469,463,1,0
70855,0.1116,60,2022-02-02,2027-01-07,53,36428,770,0,0
7364,0.0714,48,2025-06-14,2029-05-24,69,115598,849,0,0
64928,0.0469,48,2022-11-24,2026-11-03,67,103793,816,0,0
24165,0.0942,24,2023-07-17,2025-07-06,21,80380,599,1,0
40560,0.0487,48,2022-04-13,2026-03-23,36,126985,777,0,0
11068,0.1339,36,2021-06-04,2024-05-19,48,148180,587,0,0
2161,0.0813,48,2024-12-11,2028-11-20,41,118064,443,0,0
15758,0.1421,36,2021-03-28,2024-03-12,41,22176,640,0,0
45910,0.1282,12,2022-04-10,2023-04-05,50,81386,647,0,0
22684,0.1218,24,2022-04-16,2024-04-05,59,118071,407,1,0
42777,0.1109,60,2024-01-22,2028-12-26,20,101931,494,0,0
16216,0.1433,12,2024-09-20,2025-09-15,33,34209,615,1,0
57997,0.0472,60,2025-02-04,2030-01-09,27,28635,597,1,0
34783,0.1196,24,2022-06-09,2024-05-29,64,49092,545,1,0
41469,0.0446,24,2021-02-18,2023-02-08,60,49978,635,0,0
55745,0.1013,48,2022-12-10,2026-11-19,57,76392,500,0,0
70345,0.131,48,2022-01-17,2025-12-27,19,48992,734,0,0
64477,0.0655,12,2025-01-17,2026-01-12,31,133857,584,0,0
28236,0.0992,60,2025-05-15,2030-04-19,56,36663,427,0,0
7135,0.1322,60,2022-01-15,2026-12-20,53,27189,505,0,0
54687,0.1251,12,2023-03-12,2024-03-06,62,48835,447,0,0
74922,0.0604,60,2025-05-08,2030-04-12,33,133338,751,0,0
72117,0.0831,48,2023-03-01,2027-02-08,33,131952,441,1,0
26256,0.0853,48,2023-04-07,2027-03-17,51,126244,408,0,0
24382,0.1175,36,2023-08-01,2026-07-16,31,123246,342,1,0
41222,0.0687,48,2025-05-13,2029-04-22,36,123533,489,1,0
67471,0.1373,48,2024-04-03,2028-03-13,52,83108,500,0,0
-10726,0.0959,24,2021-07-21,2023-07-11,62,41316,807,0,1
31791,0.0414,48,2025-01-13,2028-12-23,61,132470,643,0,0
15389,0.1348,36,2022-07-04,2025-06-18,37,70733,492,1,0
25704,0.0783,60,2023-08-15,2028-07-19,37,27493,307,1,0
3994,0.0738,48,2022-10-13,2026-09-22,52,112868,774,0,0
48315,0.1141,12,2021-04-02,2022-03-28,56,132387,542,0,0
8130,0.1043,60,2021-07-26,2026-06-30,30,124635,740,0,0
44059,0.089,60,2025-01-20,2029-12-25,39,139850,510,1,0
41745,0.0928,36,2021-12-13,2024-11-27,43,64950,598,1,0
14331,0.1082,36,2025-09-02,2028-08-17,29,74478,738,0,0
47121,0.1284,24,2022-02-16,2024-02-06,60,138034,747,0,0
5837,0.1084,48,2024-04-03,2028-03-13,18,68994,531,0,0
31771,0.1176,36,2022-07-25,2025-07-09,56,129884,623,0,0
74369,0.1225,48,2024-03-20,2028-02-28,60,97362,720,1,0
34367,0.1409,60,2022-07-11,2027-06-15,42,77724,417,1,0
16989,0.1054,12,2023-08-26,2024-08-20,24,110477,822,0,0
28052,0.0445,48,2023-05-17,2027-04-26,60,116622,612,0,0
47546,0.0392,36,2021-12-31,2024-12-15,47,40827,572,1,0
19157,0.0726,60,2021-04-13,2026-03-18,62,34414,516,1,0
28241,0.1037,60,2021-02-23,2026-01-28,69,45081,721,0,0
56512,0.1429,12,2021-09-28,2022-09-23,35,51728,468,1,0
1390,0.093,24,2021-07-27,2023-07-17,55,42490,812,0,0
10121,0.0346,48,2021-02-24,2025-02-03,60,94229,559,0,0
64965,0.0736,60,2021-02-28,2026-02-02,52,117799,591,0,0
72466,0.0979,12,2022-06-14,2023-06-09,35,139963,807,0,0
12618,0.0482,36,2021-12-09,2024-11-23,48,50979,720,1,0
6037,0.1206,12,2023-06-22,2024-06-16,21,133181,577,0,0
72947,0.1294,24,2024-05-31,2026-05-21,43,20692,554,0,0
74984,0.0688,24,2024-01-21,2026-01-10,40,25209,689,0,0
10927,0.1262,36,2025-07-26,2028-07-10,54,97713,656,1,0
66449,0.0878,60,2021-01-14,2025-12-19,29,27797,454,1,0
18653,0.0403,60,2024-03-03,2024-02-02,50,143626,416,1,1
23195,0.0329,48,2024-05-23,2028-05-02,35,38690,434,0,0
27347,0.1203,24,2023-05-03,2025-04-22,50,83851,677,0,0
42850,0.1006,12,2023-04-09,2024-04-03,51,59516,321,1,0
62822,0.1058,12,2023-05-06,2024-04-30,38,95318,443,0,0
72334,0.1026,48,2023-08-22,2027-08-01,68,62614,732,0,0
73095,0.129,60,2024-01-18,2028-12-22,59,55892,779,0,0
1924,0.0315,36,2024-06-14,2027-05-30,36,82217,647,0,0
74762,0.0361,60,2022-02-10,2027-01-15,46,96946,366,1,0
21470,0.0533,48,2021-07-10,2025-06-19,68,147572,750,1,0
58174,0.0925,36,2023-06-14,2026-05-29,65,144936,633,0,0
7470,0.0418,24,2023-07-11,2025-06-30,58,120117,707,0,0
36081,0.1435,12,2022-06-10,2023-06-05,42,53073,311,0,0
27299,0.0448,12,2023-10-17,2024-10-11,53,88472,470,0,0
27026,0.0356,60,2022-02-18,2027-01-23,60,79213,614,1,0
19610,0.0697,12,2022-09-29,2023-09-24,57,100863,767,0,0
8235,0.0512,24,2023-04-15,2025-04-04,65,126818,817,0,0
33230,0.0772,60,2023-05-18,2028-04-21,22,68664,447,1,0
70806,0.1407,60,2023-06-15,2028-05-19,67,146062,738,0,0
10190,0.0589,60,2025-03-29,2030-03-03,61,29943,532,0,0
44894,0.1035,36,2022-01-16,2024-12-31,35,75371,738,0,0
3962,0.0926,48,2025-06-20,2029-05-30,66,76356,709,0,0
72138,0.0852,60,2023-12-03,2028-11-06,40,61979,609,1,0
46039,0.1223,60,2022-09-18,2027-08-23,63,22887,535,0,0
52413,0.1356,60,2024-07-26,2029-06-30,42,138248,364,1,0
18010,0.1103,36,2022-02-03,2025-01-18,60,123318,651,0,0
1490,0.072,12,2023-06-16,2024-06-10,38,147288,765,0,0
63766,0.033,24,2024-06-21,2026-06-11,24,21073,731,0,0
30320,0.1194,12,2024-06-21,2025-06-16,48,88116,389,1,0
49940,0.0886,48,2020-12-29,2024-12-08,54,32021,700,0,0
52137,0.0646,24,2021-04-19,2023-04-09,58,120485,630,0,0
1901,0.0329,24,2022-09-30,2024-09-19,57,131362,802,0,0
72186,0.1051,12,2022-05-23,2023-05-18,69,92572,643,0,0
23499,0.0631,12,2024-03-21,2025-03-16,60,105473,644,0,0
66756,0.1272,36,2022-07-17,2025-07-01,42,73775,481,0,0
43624,0.0693,12,2023-02-08,2024-02-03,51,103791,738,0,0
41581,0.1008,12,2024-06-04,2025-05-30,65,103434,586,1,0
48645,0.1158,24,2021-04-09,2023-03-30,41,79123,680,0,0
31734,0.0765,12,2022-08-05,2023-07-31,62,66216,453,0,0
74870,0.0485,48,2024-06-12,2028-05-22,22,116502,560,0,0
10873,0.1363,60,2021-04-15,2026-03-20,30,125219,629,0,0
1066,0.0359,12,2022-08-07,2023-08-02,47,135828,566,1,0
12772,0.033,48,2022-01-25,2026-01-04,30,138027,848,0,0
62431,0.0348,24,2025-08-26,2027-08-16,40,62598,786,1,0
62084,0.0664,36,2025-04-06,2028-03-21,22,106006,388,1,0
26363,0.0772,12,2022-02-09,2023-02-04,62,92833,312,1,0
1731,0.0548,36,2023-07-21,2026-07-05,52,49265,491,0,0
40867,0.0623,12,2025-09-01,2026-08-27,21,80430,516,0,0
15605,0.9045,48,2025-07-03,2029-06-12,24,134205,766,0,1
